Écarté: OG0040645.fa (1 séquences, 1 espèces)
Écarté: OG0042500.fa (1 séquences, 1 espèces)
Écarté: OG0014396.fa (5 séquences, 1 espèces)
Écarté: OG0061624.fa (1 séquences, 1 espèces)
Écarté: OG0013920.fa (5 séquences, 2 espèces)
Écarté: OG0042732.fa (1 séquences, 1 espèces)
Écarté: OG0030212.fa (1 séquences, 1 espèces)
Écarté: OG0016215.fa (3 séquences, 1 espèces)
Écarté: OG0035584.fa (1 séquences, 1 espèces)
Écarté: OG0045890.fa (1 séquences, 1 espèces)
Écarté: OG0072420.fa (1 séquences, 1 espèces)
Écarté: OG0048827.fa (1 séquences, 1 espèces)
Écarté: OG0019241.fa (2 séquences, 2 espèces)
Écarté: OG0054805.fa (1 séquences, 1 espèces)
Écarté: OG0065971.fa (1 séquences, 1 espèces)
Écarté: OG0047816.fa (1 séquences, 1 espèces)
Écarté: OG0056549.fa (1 séquences, 1 espèces)
Écarté: OG0046472.fa (1 séquences, 1 espèces)
Écarté: OG0043413.fa (1 séquences, 1 espèces)
Écarté: OG0005662.fa (36 séquences, 16 espèces)
Écarté: OG0010042.fa (18 séquences, 3 espèces)
Écarté: OG0068743.fa (1 séquences, 1 espèces)
Écarté: OG0017127.fa (3 séquences, 1 espèces)
Écarté: OG0038096.fa (1 séquences, 1 espèces)
Écarté: OG0000534.fa (195 séquences, 16 espèces)
Écarté: OG0009320.fa (22 séquences, 10 espèces)
Écarté: OG0048613.fa (1 séquences, 1 espèces)
Écarté: OG0067797.fa (1 séquences, 1 espèces)
Écarté: OG0068902.fa (1 séquences, 1 espèces)
Écarté: OG0058979.fa (1 séquences, 1 espèces)
Écarté: OG0027761.fa (1 séquences, 1 espèces)
Écarté: OG0015465.fa (4 séquences, 1 espèces)
Écarté: OG0072324.fa (1 séquences, 1 espèces)
Écarté: OG0009877.fa (19 séquences, 9 espèces)
Écarté: OG0019484.fa (2 séquences, 1 espèces)
Écarté: OG0016120.fa (3 séquences, 2 espèces)
Écarté: OG0051698.fa (1 séquences, 1 espèces)
Écarté: OG0019028.fa (2 séquences, 2 espèces)
Écarté: OG0062147.fa (1 séquences, 1 espèces)
Écarté: OG0025469.fa (1 séquences, 1 espèces)
Écarté: OG0006814.fa (31 séquences, 17 espèces)
Écarté: OG0061067.fa (1 séquences, 1 espèces)
Écarté: OG0050829.fa (1 séquences, 1 espèces)
Écarté: OG0010085.fa (17 séquences, 11 espèces)
Écarté: OG0013160.fa (6 séquences, 4 espèces)
Écarté: OG0002538.fa (66 séquences, 17 espèces)
Écarté: OG0032065.fa (1 séquences, 1 espèces)
Écarté: OG0000941.fa (133 séquences, 17 espèces)
Écarté: OG0017500.fa (3 séquences, 2 espèces)
Écarté: OG0021288.fa (2 séquences, 1 espèces)
Écarté: OG0042133.fa (1 séquences, 1 espèces)
Écarté: OG0020837.fa (2 séquences, 1 espèces)
Écarté: OG0021297.fa (2 séquences, 1 espèces)
Écarté: OG0057244.fa (1 séquences, 1 espèces)
Écarté: OG0034562.fa (1 séquences, 1 espèces)
Écarté: OG0041976.fa (1 séquences, 1 espèces)
Écarté: OG0012001.fa (8 séquences, 1 espèces)
Écarté: OG0053601.fa (1 séquences, 1 espèces)
Écarté: OG0029399.fa (1 séquences, 1 espèces)
Écarté: OG0048357.fa (1 séquences, 1 espèces)
Écarté: OG0071392.fa (1 séquences, 1 espèces)
Écarté: OG0022380.fa (2 séquences, 1 espèces)
Écarté: OG0073667.fa (1 séquences, 1 espèces)
Écarté: OG0041538.fa (1 séquences, 1 espèces)
Écarté: OG0015054.fa (4 séquences, 1 espèces)
Écarté: OG0020729.fa (2 séquences, 1 espèces)
Écarté: OG0022201.fa (2 séquences, 1 espèces)
Écarté: OG0066980.fa (1 séquences, 1 espèces)
Écarté: OG0067169.fa (1 séquences, 1 espèces)
Écarté: OG0016472.fa (3 séquences, 1 espèces)
Écarté: OG0053006.fa (1 séquences, 1 espèces)
Écarté: OG0008862.fa (24 séquences, 16 espèces)
Écarté: OG0003711.fa (50 séquences, 17 espèces)
Écarté: OG0004574.fa (42 séquences, 11 espèces)
Écarté: OG0018529.fa (2 séquences, 1 espèces)
Écarté: OG0002437.fa (67 séquences, 17 espèces)
Écarté: OG0015450.fa (4 séquences, 1 espèces)
Écarté: OG0041148.fa (1 séquences, 1 espèces)
Écarté: OG0057574.fa (1 séquences, 1 espèces)
Écarté: OG0000145.fa (389 séquences, 6 espèces)
Écarté: OG0007871.fa (28 séquences, 16 espèces)
Écarté: OG0015331.fa (4 séquences, 3 espèces)
Écarté: OG0034697.fa (1 séquences, 1 espèces)
Écarté: OG0019391.fa (2 séquences, 1 espèces)
Écarté: OG0014356.fa (5 séquences, 1 espèces)
Écarté: OG0004515.fa (43 séquences, 15 espèces)
Écarté: OG0020141.fa (2 séquences, 2 espèces)
Écarté: OG0063392.fa (1 séquences, 1 espèces)
Écarté: OG0039221.fa (1 séquences, 1 espèces)
Écarté: OG0053337.fa (1 séquences, 1 espèces)
Écarté: OG0049012.fa (1 séquences, 1 espèces)
Écarté: OG0047015.fa (1 séquences, 1 espèces)
Écarté: OG0015053.fa (4 séquences, 1 espèces)
Écarté: OG0002220.fa (72 séquences, 16 espèces)
Écarté: OG0071337.fa (1 séquences, 1 espèces)
Écarté: OG0016346.fa (3 séquences, 2 espèces)
Écarté: OG0067529.fa (1 séquences, 1 espèces)
Écarté: OG0043078.fa (1 séquences, 1 espèces)
Écarté: OG0012610.fa (7 séquences, 3 espèces)
Écarté: OG0045409.fa (1 séquences, 1 espèces)
Écarté: OG0044917.fa (1 séquences, 1 espèces)
Écarté: OG0013056.fa (6 séquences, 2 espèces)
Écarté: OG0014668.fa (4 séquences, 2 espèces)
Écarté: OG0034750.fa (1 séquences, 1 espèces)
Écarté: OG0035323.fa (1 séquences, 1 espèces)
Écarté: OG0006039.fa (34 séquences, 16 espèces)
Écarté: OG0057608.fa (1 séquences, 1 espèces)
Écarté: OG0051475.fa (1 séquences, 1 espèces)
Écarté: OG0052934.fa (1 séquences, 1 espèces)
Écarté: OG0025428.fa (1 séquences, 1 espèces)
Écarté: OG0003777.fa (49 séquences, 17 espèces)
Écarté: OG0057965.fa (1 séquences, 1 espèces)
Écarté: OG0066468.fa (1 séquences, 1 espèces)
Écarté: OG0030939.fa (1 séquences, 1 espèces)
Écarté: OG0041982.fa (1 séquences, 1 espèces)
Écarté: OG0046983.fa (1 séquences, 1 espèces)
Écarté: OG0046577.fa (1 séquences, 1 espèces)
Écarté: OG0071380.fa (1 séquences, 1 espèces)
Écarté: OG0006116.fa (34 séquences, 17 espèces)
Écarté: OG0068997.fa (1 séquences, 1 espèces)
Écarté: OG0035555.fa (1 séquences, 1 espèces)
Écarté: OG0032274.fa (1 séquences, 1 espèces)
Écarté: OG0068103.fa (1 séquences, 1 espèces)
Écarté: OG0009479.fa (21 séquences, 16 espèces)
Écarté: OG0042450.fa (1 séquences, 1 espèces)
Écarté: OG0029182.fa (1 séquences, 1 espèces)
Écarté: OG0038876.fa (1 séquences, 1 espèces)
Écarté: OG0040379.fa (1 séquences, 1 espèces)
Écarté: OG0039037.fa (1 séquences, 1 espèces)
Écarté: OG0003109.fa (57 séquences, 16 espèces)
Écarté: OG0053981.fa (1 séquences, 1 espèces)
Écarté: OG0071066.fa (1 séquences, 1 espèces)
Écarté: OG0020951.fa (2 séquences, 1 espèces)
Écarté: OG0071879.fa (1 séquences, 1 espèces)
Écarté: OG0040134.fa (1 séquences, 1 espèces)
Écarté: OG0001668.fa (89 séquences, 17 espèces)
Écarté: OG0048773.fa (1 séquences, 1 espèces)
Écarté: OG0046576.fa (1 séquences, 1 espèces)
Écarté: OG0017420.fa (3 séquences, 1 espèces)
Écarté: OG0061971.fa (1 séquences, 1 espèces)
Écarté: OG0011627.fa (9 séquences, 4 espèces)
Écarté: OG0027591.fa (1 séquences, 1 espèces)
Écarté: OG0053990.fa (1 séquences, 1 espèces)
Écarté: OG0052347.fa (1 séquences, 1 espèces)
Écarté: OG0069167.fa (1 séquences, 1 espèces)
Écarté: OG0064567.fa (1 séquences, 1 espèces)
Écarté: OG0035356.fa (1 séquences, 1 espèces)
Écarté: OG0001203.fa (112 séquences, 17 espèces)
Écarté: OG0028355.fa (1 séquences, 1 espèces)
Écarté: OG0005539.fa (37 séquences, 7 espèces)
Écarté: OG0000748.fa (155 séquences, 17 espèces)
Écarté: OG0059234.fa (1 séquences, 1 espèces)
Écarté: OG0052470.fa (1 séquences, 1 espèces)
Écarté: OG0010342.fa (15 séquences, 12 espèces)
Écarté: OG0048765.fa (1 séquences, 1 espèces)
Écarté: OG0072755.fa (1 séquences, 1 espèces)
Écarté: OG0006519.fa (32 séquences, 17 espèces)
Écarté: OG0043177.fa (1 séquences, 1 espèces)
Écarté: OG0066755.fa (1 séquences, 1 espèces)
Écarté: OG0013695.fa (5 séquences, 1 espèces)
Écarté: OG0035291.fa (1 séquences, 1 espèces)
Écarté: OG0015864.fa (4 séquences, 1 espèces)
Écarté: OG0051467.fa (1 séquences, 1 espèces)
Écarté: OG0031766.fa (1 séquences, 1 espèces)
Écarté: OG0020010.fa (2 séquences, 1 espèces)
Écarté: OG0055027.fa (1 séquences, 1 espèces)
Écarté: OG0072271.fa (1 séquences, 1 espèces)
Écarté: OG0059171.fa (1 séquences, 1 espèces)
Écarté: OG0028866.fa (1 séquences, 1 espèces)
Écarté: OG0013364.fa (6 séquences, 3 espèces)
Écarté: OG0041965.fa (1 séquences, 1 espèces)
Écarté: OG0049985.fa (1 séquences, 1 espèces)
Écarté: OG0055640.fa (1 séquences, 1 espèces)
Écarté: OG0043143.fa (1 séquences, 1 espèces)
Écarté: OG0072497.fa (1 séquences, 1 espèces)
Écarté: OG0048260.fa (1 séquences, 1 espèces)
Écarté: OG0071721.fa (1 séquences, 1 espèces)
Écarté: OG0047253.fa (1 séquences, 1 espèces)
Écarté: OG0052105.fa (1 séquences, 1 espèces)
Écarté: OG0020967.fa (2 séquences, 1 espèces)
Écarté: OG0001018.fa (125 séquences, 15 espèces)
Écarté: OG0037226.fa (1 séquences, 1 espèces)
Écarté: OG0046110.fa (1 séquences, 1 espèces)
Écarté: OG0050393.fa (1 séquences, 1 espèces)
Écarté: OG0026553.fa (1 séquences, 1 espèces)
Écarté: OG0004529.fa (43 séquences, 17 espèces)
Écarté: OG0036073.fa (1 séquences, 1 espèces)
Écarté: OG0067994.fa (1 séquences, 1 espèces)
Écarté: OG0037442.fa (1 séquences, 1 espèces)
Écarté: OG0021537.fa (2 séquences, 1 espèces)
Écarté: OG0006041.fa (34 séquences, 17 espèces)
Écarté: OG0010295.fa (16 séquences, 1 espèces)
Écarté: OG0058765.fa (1 séquences, 1 espèces)
Écarté: OG0050031.fa (1 séquences, 1 espèces)
Écarté: OG0017813.fa (3 séquences, 1 espèces)
Écarté: OG0021730.fa (2 séquences, 1 espèces)
Écarté: OG0067802.fa (1 séquences, 1 espèces)
Écarté: OG0048816.fa (1 séquences, 1 espèces)
Écarté: OG0048575.fa (1 séquences, 1 espèces)
Écarté: OG0037577.fa (1 séquences, 1 espèces)
Écarté: OG0044592.fa (1 séquences, 1 espèces)
Écarté: OG0015556.fa (4 séquences, 1 espèces)
Écarté: OG0033605.fa (1 séquences, 1 espèces)
Écarté: OG0046496.fa (1 séquences, 1 espèces)
Écarté: OG0013648.fa (5 séquences, 3 espèces)
Écarté: OG0073471.fa (1 séquences, 1 espèces)
Écarté: OG0005996.fa (34 séquences, 17 espèces)
Écarté: OG0064615.fa (1 séquences, 1 espèces)
Écarté: OG0063687.fa (1 séquences, 1 espèces)
Écarté: OG0044382.fa (1 séquences, 1 espèces)
Écarté: OG0058270.fa (1 séquences, 1 espèces)
Écarté: OG0000799.fa (147 séquences, 17 espèces)
Écarté: OG0007010.fa (31 séquences, 17 espèces)
Écarté: OG0039891.fa (1 séquences, 1 espèces)
Écarté: OG0043790.fa (1 séquences, 1 espèces)
Écarté: OG0066390.fa (1 séquences, 1 espèces)
Écarté: OG0002838.fa (60 séquences, 17 espèces)
Écarté: OG0031003.fa (1 séquences, 1 espèces)
Retenu: OG0007184.fa (30 séquences, 17 espèces)
Écarté: OG0032698.fa (1 séquences, 1 espèces)
Écarté: OG0016018.fa (3 séquences, 2 espèces)
Écarté: OG0028932.fa (1 séquences, 1 espèces)
Écarté: OG0040395.fa (1 séquences, 1 espèces)
Écarté: OG0040819.fa (1 séquences, 1 espèces)
Écarté: OG0039972.fa (1 séquences, 1 espèces)
Écarté: OG0010962.fa (12 séquences, 1 espèces)
Écarté: OG0062082.fa (1 séquences, 1 espèces)
Écarté: OG0048756.fa (1 séquences, 1 espèces)
Écarté: OG0052417.fa (1 séquences, 1 espèces)
Écarté: OG0058093.fa (1 séquences, 1 espèces)
Écarté: OG0041116.fa (1 séquences, 1 espèces)
Écarté: OG0072358.fa (1 séquences, 1 espèces)
Écarté: OG0066254.fa (1 séquences, 1 espèces)
Écarté: OG0036630.fa (1 séquences, 1 espèces)
Écarté: OG0007846.fa (28 séquences, 16 espèces)
Écarté: OG0024836.fa (2 séquences, 1 espèces)
Écarté: OG0043898.fa (1 séquences, 1 espèces)
Écarté: OG0060795.fa (1 séquences, 1 espèces)
Écarté: OG0049628.fa (1 séquences, 1 espèces)
Écarté: OG0023639.fa (2 séquences, 1 espèces)
Écarté: OG0006849.fa (31 séquences, 16 espèces)
Écarté: OG0012127.fa (8 séquences, 1 espèces)
Écarté: OG0041037.fa (1 séquences, 1 espèces)
Écarté: OG0053540.fa (1 séquences, 1 espèces)
Écarté: OG0064306.fa (1 séquences, 1 espèces)
Écarté: OG0032853.fa (1 séquences, 1 espèces)
Écarté: OG0003203.fa (56 séquences, 17 espèces)
Écarté: OG0030605.fa (1 séquences, 1 espèces)
Écarté: OG0027430.fa (1 séquences, 1 espèces)
Écarté: OG0069512.fa (1 séquences, 1 espèces)
Écarté: OG0051293.fa (1 séquences, 1 espèces)
Écarté: OG0028636.fa (1 séquences, 1 espèces)
Écarté: OG0001599.fa (92 séquences, 17 espèces)
Écarté: OG0041520.fa (1 séquences, 1 espèces)
Écarté: OG0037970.fa (1 séquences, 1 espèces)
Écarté: OG0012947.fa (6 séquences, 1 espèces)
Écarté: OG0052915.fa (1 séquences, 1 espèces)
Écarté: OG0039537.fa (1 séquences, 1 espèces)
Écarté: OG0059588.fa (1 séquences, 1 espèces)
Écarté: OG0019303.fa (2 séquences, 2 espèces)
Écarté: OG0028590.fa (1 séquences, 1 espèces)
Écarté: OG0029608.fa (1 séquences, 1 espèces)
Écarté: OG0062281.fa (1 séquences, 1 espèces)
Écarté: OG0053165.fa (1 séquences, 1 espèces)
Écarté: OG0067537.fa (1 séquences, 1 espèces)
Écarté: OG0059372.fa (1 séquences, 1 espèces)
Écarté: OG0058980.fa (1 séquences, 1 espèces)
Écarté: OG0011903.fa (8 séquences, 5 espèces)
Écarté: OG0001519.fa (95 séquences, 17 espèces)
Écarté: OG0000332.fa (254 séquences, 16 espèces)
Écarté: OG0060222.fa (1 séquences, 1 espèces)
Écarté: OG0029754.fa (1 séquences, 1 espèces)
Écarté: OG0067595.fa (1 séquences, 1 espèces)
Écarté: OG0025680.fa (1 séquences, 1 espèces)
Écarté: OG0039400.fa (1 séquences, 1 espèces)
Écarté: OG0031618.fa (1 séquences, 1 espèces)
Écarté: OG0059328.fa (1 séquences, 1 espèces)
Écarté: OG0059446.fa (1 séquences, 1 espèces)
Écarté: OG0004273.fa (45 séquences, 17 espèces)
Écarté: OG0035265.fa (1 séquences, 1 espèces)
Retenu: OG0007720.fa (28 séquences, 17 espèces)
Écarté: OG0029640.fa (1 séquences, 1 espèces)
Écarté: OG0066341.fa (1 séquences, 1 espèces)
Écarté: OG0058613.fa (1 séquences, 1 espèces)
Écarté: OG0009852.fa (19 séquences, 13 espèces)
Écarté: OG0019910.fa (2 séquences, 1 espèces)
Écarté: OG0015242.fa (4 séquences, 2 espèces)
Écarté: OG0071979.fa (1 séquences, 1 espèces)
Écarté: OG0023305.fa (2 séquences, 1 espèces)
Écarté: OG0021404.fa (2 séquences, 1 espèces)
Écarté: OG0032417.fa (1 séquences, 1 espèces)
Écarté: OG0058494.fa (1 séquences, 1 espèces)
Écarté: OG0069056.fa (1 séquences, 1 espèces)
Écarté: OG0049542.fa (1 séquences, 1 espèces)
Écarté: OG0006192.fa (34 séquences, 15 espèces)
Écarté: OG0003013.fa (58 séquences, 17 espèces)
Écarté: OG0060276.fa (1 séquences, 1 espèces)
Écarté: OG0000215.fa (318 séquences, 4 espèces)
Écarté: OG0010519.fa (14 séquences, 4 espèces)
Écarté: OG0051710.fa (1 séquences, 1 espèces)
Écarté: OG0011882.fa (8 séquences, 2 espèces)
Retenu: OG0008162.fa (27 séquences, 17 espèces)
Écarté: OG0028567.fa (1 séquences, 1 espèces)
Écarté: OG0015554.fa (4 séquences, 1 espèces)
Écarté: OG0059717.fa (1 séquences, 1 espèces)
Écarté: OG0058094.fa (1 séquences, 1 espèces)
Écarté: OG0018913.fa (2 séquences, 2 espèces)
Écarté: OG0026548.fa (1 séquences, 1 espèces)
Écarté: OG0029664.fa (1 séquences, 1 espèces)
Écarté: OG0016849.fa (3 séquences, 1 espèces)
Écarté: OG0038271.fa (1 séquences, 1 espèces)
Écarté: OG0051962.fa (1 séquences, 1 espèces)
Écarté: OG0013175.fa (6 séquences, 4 espèces)
Écarté: OG0001704.fa (88 séquences, 17 espèces)
Écarté: OG0019652.fa (2 séquences, 1 espèces)
Écarté: OG0030671.fa (1 séquences, 1 espèces)
Écarté: OG0034486.fa (1 séquences, 1 espèces)
Écarté: OG0025612.fa (1 séquences, 1 espèces)
Écarté: OG0066866.fa (1 séquences, 1 espèces)
Écarté: OG0000339.fa (251 séquences, 17 espèces)
Écarté: OG0016979.fa (3 séquences, 1 espèces)
Écarté: OG0045538.fa (1 séquences, 1 espèces)
Écarté: OG0004124.fa (46 séquences, 16 espèces)
Écarté: OG0007908.fa (28 séquences, 15 espèces)
Écarté: OG0058234.fa (1 séquences, 1 espèces)
Écarté: OG0018038.fa (3 séquences, 1 espèces)
Écarté: OG0027468.fa (1 séquences, 1 espèces)
Écarté: OG0046905.fa (1 séquences, 1 espèces)
Écarté: OG0021153.fa (2 séquences, 1 espèces)
Écarté: OG0031603.fa (1 séquences, 1 espèces)
Écarté: OG0053916.fa (1 séquences, 1 espèces)
Écarté: OG0027484.fa (1 séquences, 1 espèces)
Écarté: OG0044675.fa (1 séquences, 1 espèces)
Écarté: OG0067079.fa (1 séquences, 1 espèces)
Écarté: OG0021423.fa (2 séquences, 1 espèces)
Écarté: OG0001158.fa (115 séquences, 17 espèces)
Écarté: OG0001678.fa (89 séquences, 10 espèces)
Retenu: OG0007744.fa (28 séquences, 17 espèces)
Écarté: OG0046859.fa (1 séquences, 1 espèces)
Écarté: OG0070894.fa (1 séquences, 1 espèces)
Écarté: OG0024845.fa (1 séquences, 1 espèces)
Écarté: OG0005991.fa (35 séquences, 4 espèces)
Écarté: OG0067962.fa (1 séquences, 1 espèces)
Écarté: OG0058475.fa (1 séquences, 1 espèces)
Écarté: OG0064112.fa (1 séquences, 1 espèces)
Écarté: OG0047066.fa (1 séquences, 1 espèces)
Écarté: OG0005734.fa (36 séquences, 17 espèces)
Écarté: OG0046303.fa (1 séquences, 1 espèces)
Écarté: OG0029354.fa (1 séquences, 1 espèces)
Écarté: OG0023464.fa (2 séquences, 2 espèces)
Écarté: OG0006044.fa (34 séquences, 16 espèces)
Écarté: OG0003128.fa (57 séquences, 1 espèces)
Écarté: OG0006180.fa (34 séquences, 17 espèces)
Écarté: OG0000498.fa (202 séquences, 5 espèces)
Écarté: OG0061284.fa (1 séquences, 1 espèces)
Écarté: OG0035479.fa (1 séquences, 1 espèces)
Écarté: OG0014830.fa (4 séquences, 1 espèces)
Écarté: OG0041012.fa (1 séquences, 1 espèces)
Écarté: OG0011107.fa (11 séquences, 4 espèces)
Écarté: OG0027370.fa (1 séquences, 1 espèces)
Écarté: OG0050615.fa (1 séquences, 1 espèces)
Écarté: OG0041174.fa (1 séquences, 1 espèces)
Écarté: OG0072088.fa (1 séquences, 1 espèces)
Écarté: OG0033597.fa (1 séquences, 1 espèces)
Écarté: OG0043174.fa (1 séquences, 1 espèces)
Écarté: OG0061866.fa (1 séquences, 1 espèces)
Écarté: OG0004971.fa (40 séquences, 16 espèces)
Écarté: OG0058495.fa (1 séquences, 1 espèces)
Écarté: OG0066373.fa (1 séquences, 1 espèces)
Écarté: OG0011749.fa (9 séquences, 1 espèces)
Écarté: OG0063336.fa (1 séquences, 1 espèces)
Écarté: OG0065664.fa (1 séquences, 1 espèces)
Écarté: OG0030990.fa (1 séquences, 1 espèces)
Écarté: OG0026752.fa (1 séquences, 1 espèces)
Écarté: OG0052457.fa (1 séquences, 1 espèces)
Retenu: OG0008505.fa (25 séquences, 17 espèces)
Écarté: OG0021042.fa (2 séquences, 1 espèces)
Écarté: OG0051531.fa (1 séquences, 1 espèces)
Écarté: OG0063758.fa (1 séquences, 1 espèces)
Retenu: OG0007572.fa (29 séquences, 17 espèces)
Écarté: OG0001231.fa (110 séquences, 17 espèces)
Écarté: OG0017086.fa (3 séquences, 1 espèces)
Écarté: OG0056037.fa (1 séquences, 1 espèces)
Écarté: OG0024026.fa (2 séquences, 1 espèces)
Écarté: OG0005728.fa (36 séquences, 16 espèces)
Écarté: OG0060830.fa (1 séquences, 1 espèces)
Écarté: OG0052597.fa (1 séquences, 1 espèces)
Écarté: OG0059348.fa (1 séquences, 1 espèces)
Écarté: OG0014658.fa (4 séquences, 2 espèces)
Écarté: OG0058223.fa (1 séquences, 1 espèces)
Écarté: OG0072460.fa (1 séquences, 1 espèces)
Écarté: OG0010288.fa (16 séquences, 1 espèces)
Écarté: OG0043465.fa (1 séquences, 1 espèces)
Retenu: OG0009143.fa (23 séquences, 17 espèces)
Écarté: OG0006797.fa (31 séquences, 16 espèces)
Écarté: OG0011341.fa (10 séquences, 4 espèces)
Écarté: OG0001398.fa (102 séquences, 17 espèces)
